id,general_name,certificate_owner,brand_owner,consumer_price,unit_price,irc,gtin,emergency_licence,license_expire_date,response_code
162,SUFENTANIL (AS CITRATE) INJECTION PARENTERAL 5 ug/1mL 2MILLILITER,گسترش بازرگانی دارو درمان پارس,Mylan S.a.s,50000,50000,4628997937482582,03400956460189,,1399/10/28,200
163,SUFENTANIL (AS CITRATE) INJECTION PARENTERAL 5 ug/1mL 2MILLILITER,داروسازی ابوریحان,داروسازی ابوریحان,385000,77000,8519950967728160,06260164619669,,1403/06/01,200
164,SUFENTANIL (AS CITRATE) INJECTION PARENTERAL 5 ug/1mL 2MILLILITER,کارخانجات دارو پخش,کارخانجات دارو پخش,770000,77000,3226280511046555,06260132425629,,1401/04/09,200
165,"SULFACETAMIDE SODIUM SOLUTION, DROPS OPHTHALMIC 10 % 10MILLILITER",داروسازی رها اصفهان,داروسازی رها اصفهان,133000,133000,2295080988671411,06260616500071,,1403/11/11,200
166,"SULFACETAMIDE SODIUM SOLUTION, DROPS OPHTHALMIC 10 % 10MILLILITER",داروسازی تولید دارو,داروسازی تولید دارو,133000,133000,2114062044386063,06260803062603,,1400/05/07,200
167,"SULFACETAMIDE SODIUM SOLUTION, DROPS OPHTHALMIC 20 % 10MILLILITER",داروسازی رها اصفهان,داروسازی رها اصفهان,-,29500,4620044227499867,06260616500088,,,200
168,SULFASALAZINE TABLET ORAL 500 mg,مهردارو,مهردارو,1710000,17100,1223215233791715,06260166100509,,1401/06/21,200
169,SULFASALAZINE TABLET ORAL 500 mg,داروسازی خوارزمی,داروسازی خوارزمی,-,3000,7708790330685459,06260160213892,,,200
170,FOLIC ACID TABLET ORAL 5 mg,مهردارو,مهردارو,348000,3480,4961652969063643,06260166105283,,1406/05/26,200
171,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 100 mg,باختر  بیوشیمی,باختر  بیوشیمی,484500,48450,9325789463590062,06260483511323,,1403/10/24,200
172,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 100 mg,کیش مدیفارم,کیش مدیفارم,193800,48450,6115840477864293,06260509300139,,1398/05/11,200
173,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,42000,10500,9148443388503196,06260343624538,,,200
174,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,128000,12800,8633337050640209,06260132424370,,,200
175,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 100 mg,داروسازی تهران شیمی,داروسازی تهران شیمی,213200,53300,1043745437375099,06260136661313,,1403/08/24,200
176,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 100 mg,پور سینا,پور سینا,484500,48450,1838893327222482,06260161060631,,1403/01/24,200
177,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 100 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,193800,48450,1004492391817141,06260195221527,,1401/06/07,200
178,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,لابراتوارهای رازک,لابراتوارهای رازک,51200,12800,4343750073715282,06260154201232,,,200
179,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 100 mg,دارو سازی حکیم,دارو سازی حکیم,290700,48450,9819730982728148,06260155855557,,1405/03/08,200
180,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,داروسازی زهراوی,داروسازی زهراوی,51200,12800,7345085310653779,06260155911857,,,200
181,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,دارو سازی اسوه,دارو سازی اسوه,111200,27800,1453255603120285,06260174411406,,1403/02/30,200
182,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,داروسازی مداوا,داروسازی مداوا,111200,27800,3786019748893720,06260154810403,,1397/11/15,200
183,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,-,10500,4355442207198423,06260195221565,,,200
184,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,دارو سازی حکیم,دارو سازی حکیم,111200,27800,2479382063561340,06260155855564,,1404/08/12,200
185,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,105000,10500,4456306305682174,06260132424356,,,200
186,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,کیش مدیفارم,کیش مدیفارم,111200,27800,1017104827596828,06260509300122,,1398/05/11,200
187,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,پور سینا,پور سینا,278000,27800,0816839767256410,06260161012135,,1405/12/01,200
188,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,داروسازی زهراوی,داروسازی زهراوی,42000,10500,8375645985789899,06260155911840,,,200
189,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,داروسازی تهران شیمی,داروسازی تهران شیمی,122280,30570,2606096983562371,06260136664253,,1406/04/02,200
190,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,باختر  بیوشیمی,باختر  بیوشیمی,280750,28075,7759581988281696,06260483511316,,1403/10/24,200
191,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,رامو فارمین,رامو فارمین,42000,10500,5917621636126250,06260166830543,,,200
192,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,داروسازی خوارزمی,داروسازی خوارزمی,278000,27800,5977654086526805,06260160222115,,1392/08/25,200
193,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,لابراتوارهای رازک,لابراتوارهای رازک,52500,10500,9744339180090501,06260154201416,,,200
194,TAMOXIFEN TABLET ORAL 10 mg,ایران هورمون,ایران هورمون,174000,5800,2190631884761508,06260155200180,,1398/04/30,200
195,TAMOXIFEN TABLET ORAL 10 mg,ایران هورمون,ایران هورمون,43500,1450,8030849576367715,,,,200
196,RANITIDINE TABLET ORAL 150 mg,ایران ناژو,ایران ناژو,-,800,9030044466558631,06260094355095,,,200
197,RANITIDINE TABLET ORAL 150 mg,داروسازی امین,داروسازی امین,130000,1300,0063182032608265,06260154930019,,1401/05/23,200
198,RANITIDINE TABLET ORAL 150 mg,داروسازی اکسیر,داروسازی اکسیر,130000,1300,0070664637848507,06260153030512,,1401/11/10,200
199,RANITIDINE TABLET ORAL 150 mg,داروسازی خوارزمی,داروسازی خوارزمی,80000,800,7585654127228333,06260160211737,,1395/09/06,200
200,RANITIDINE TABLET ORAL 150 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,130000,1300,4493759030935629,06260343622190,,1402/08/19,200
201,RANITIDINE TABLET ORAL 150 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,130000,1300,2071138814348345,06260132424691,,1399/11/06,200
202,RANITIDINE TABLET ORAL 150 mg,رامو فارمین,رامو فارمین,130000,1300,7118917768346161,06260166830802,,1398/06/23,200
203,RANITIDINE TABLET ORAL 150 mg,دارو سازی حکیم,دارو سازی حکیم,130000,1300,7691420438431206,06260155819559,,1398/08/30,200
204,"RANITIDINE TABLET, EFFERVESCENT ORAL 150 mg",مهردارو,مهردارو,-,800,8942144712263436,06260166105597,,,200
205,RANITIDINE TABLET ORAL 150 mg,اکتوورکو,اکتوورکو,46500,1550,6078582237308189,06260574300201,,1399/11/17,200
206,RANITIDINE TABLET ORAL 150 mg,روزدارو,روزدارو,130000,1300,4349139894756712,06260165036014,,1395/09/21,200
207,"RANITIDINE TABLET, EFFERVESCENT ORAL 150 mg",داروسازی مداوا,داروسازی مداوا,-,800,8533267445132936,06260154811356,,,200
208,RANITIDINE TABLET ORAL 150 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,130000,1300,3661141235975175,06260182910823,,1402/05/06,200
209,RANITIDINE TABLET ORAL 150 mg,پور سینا,پور سینا,130000,1300,3487377013962513,06260161012272,,1400/09/19,200
210,RANITIDINE TABLET ORAL 150 mg,داروسازی آریا,داروسازی آریا,130000,1300,8577694899134569,06260157100440,,1396/05/26,200
211,RANITIDINE TABLET ORAL 150 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,39000,1300,6157217310301009,06260153904875,,1398/03/09,200
212,RANITIDINE TABLET ORAL 150 mg,داروسازی رها اصفهان,داروسازی رها اصفهان,130000,1300,8426195994121678,06260616500392,,1398/07/18,200
213,"RANITIDINE TABLET, EFFERVESCENT ORAL 150 mg",لابراتوارهای شهردارو,لابراتوارهای شهردارو,-,800,7070335158753252,06260195221572,,,200
214,RANITIDINE TABLET ORAL 150 mg,دارو سازی سها,دارو سازی سها,130000,1300,6847133371888911,06260154312075,,1397/05/05,200
215,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,19000,4750,3719586293897196,06260195211238,,,200
216,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,داروسازی خوارزمی,داروسازی خوارزمی,50400,12600,8126017864175211,06260160255410,,1404/05/04,200
217,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,126000,12600,9938736858531337,06260195211238,,1405/09/07,200
218,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,روزدارو,روزدارو,50400,12600,5402222662652317,06260165036526,,1402/11/30,200
219,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,پور سینا,پور سینا,50400,12600,5768205877085973,06260161060457,,1402/02/30,200
220,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,فارماشیمی,فارماشیمی,50400,12600,4786608502566267,06260286510172,,1404/10/25,200
221,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,پور سینا,پور سینا,19000,4750,6503460138623473,,,,200
222,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,لابراتوارهای رازک,لابراتوارهای رازک,50400,12600,3482206051459496,06260154200914,,1403/08/12,200
223,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,داروسازی امین,داروسازی امین,663600,6636,6339835646135620,06260154967145,,,200
224,SILDENAFIL (AS CITRATE) TABLET ORAL 100 mg,روزدارو,روزدارو,19000,4750,3111690166605029,,,,200
225,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,پور سینا,پور سینا,15000,3750,4548640695528341,,,,200
226,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,فارماشیمی,فارماشیمی,40560,10140,5011785227710406,06260286510141,,1404/10/25,200
227,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,روزدارو,روزدارو,15000,3750,9484410314895768,,,,200
228,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,داروسازی مداوا,داروسازی مداوا,23856,5964,8427576618646375,06260154810892,,1395/08/09,200
229,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,داروسازی مداوا,داروسازی مداوا,-,3750,8876617623124261,,,,200
230,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,لابراتوارهای رازک,لابراتوارهای رازک,18750,3750,1657185838544406,,,,200
231,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,101400,10140,5426492127160791,06260195211221,,1400/10/06,200
232,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,پور سینا,پور سینا,40560,10140,3228672777863816,06260161060471,,1402/02/30,200
233,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,روزدارو,روزدارو,40560,10140,1222685236172580,06260165035116,,1402/11/30,200
234,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,لابراتوارهای رازک,لابراتوارهای رازک,50700,10140,8358216992756642,06260154200853,,1403/08/12,200
235,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,15000,3750,8367891355428836,06260195211221,,,200
236,SIMPLE EYE OINTMENT OPHTHALMIC  3GRAM,ایران دارو,ایران دارو,8000,8000,8903373390811640,06260155500082,,,200
237,SODIUM BICARBONATE INJECTION PARENTERAL 7.5 % 50MILLILITER,داروسازی ثامن,داروسازی ثامن,392900,392900,0150095079827026,06260183820015,,1402/08/11,200
238,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.45 % 500MILLILITER",کارخانجات دارو پخش,کارخانجات دارو پخش,199600,199600,2652630308903369,06260132423380,,1404/03/08,200
239,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.45 % 500MILLILITER",داروسازی شهید قاضی,داروسازی شهید قاضی,199600,199600,7346775160830373,06260156830249,,1406/08/30,200
240,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.45 % 500MILLILITER",فرآورده های تزریقی و دارویی ایران,فرآورده های تزریقی و دارویی ایران,199600,199600,3190535850869177,06260154100078,,1403/06/24,200
241,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.45 % 500MILLILITER",داروسازی ثامن,داروسازی ثامن,199600,199600,2532478742948082,06260183820275,,1406/10/19,200
242,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.45 % 500MILLILITER",داروسازی ثامن,داروسازی ثامن,221000,221000,4063522571238753,06260183820121,,1406/08/27,200
243,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.9 % 500MILLILITER",داروسازی شهید قاضی,داروسازی شهید قاضی,-,-,7134348122311786,06260156850209,,,200
244,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 5 % 50MILLILITER",داروسازی ثامن,داروسازی ثامن,215800,215800,8547067740403575,06260183820251,,1402/09/19,200
245,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 5 % 50MILLILITER",داروسازی شهید قاضی,داروسازی شهید قاضی,182200,182200,9264610155957662,06260156830270,,1399/01/08,200
246,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 5 % 50MILLILITER",انستیتو پاستور ایران,انستیتو پاستور ایران,-,182200,9488981894475359,,,,200
247,"SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 5 % 50MILLILITER",انستیتو پاستور ایران,انستیتو پاستور ایران,182200,182200,9150924790993650,06260155600102,,1405/01/22,200
248,"SODIUM CHLORIDE SOLUTION, DROPS NASAL 0.65 % 20MILLILITER",رامو فارمین,رامو فارمین,123200,123200,6041589054300219,06260166820124,,1403/10/21,200
249,"SODIUM CHLORIDE SOLUTION, DROPS NASAL 0.65 % 10MILLILITER",رامو فارمین,رامو فارمین,9500,9500,9513602240957941,06260166820124,,1395/11/30,200
250,"SODIUM CHLORIDE SOLUTION, DROPS NASAL 0.65 % 20MILLILITER",داروسازی تولید دارو,داروسازی تولید دارو,-,-,4747729649476701,6260803000506,,,200
251,ALENDRONATE (AS SODIUM) TABLET ORAL 35 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,-,7074776430380854,06260343623920,,,200
252,ALENDRONATE (AS SODIUM) TABLET ORAL 35 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,-,390,7378259325149342,06260154632012,,1392/11/17,200
253,ALENDRONATE (AS SODIUM) TABLET ORAL 70 mg,داروسازی آوه سینا,داروسازی آوه سینا,101352,12669,8346857192434032,06260617400028,,1403/08/10,200
254,ALENDRONATE (AS SODIUM) TABLET ORAL 70 mg,دارو سازی حکیم,دارو سازی حکیم,-,4650,0387617290085135,06260155890015,,,200
255,ALENDRONATE (AS SODIUM) TABLET ORAL 70 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,60424,15106,5791173744623137,06260154632067,,1397/09/09,200
256,ALENDRONATE (AS SODIUM) TABLET ORAL 70 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,126690,12669,9938302293642918,06260343622954,,1402/08/11,200
257,ALENDRONATE (AS SODIUM) TABLET ORAL 70 mg,داروسازی مداوا,داروسازی مداوا,50676,12669,5077475983383814,06260154810458,,1398/01/17,200
258,ALENDRONATE (AS SODIUM) TABLET ORAL 70 mg,البرز دارو,Cipla,125400,31350,1324290758668139,06260152413101,,1405/06/30,200
259,MINOXIDIL TABLET ORAL 10 mg,داروسازی مداوا,داروسازی مداوا,-,-,1821575545715517,06260154810182,,,200
260,MINOXIDIL TABLET ORAL 10 mg,داروسازی مداوا,داروسازی مداوا,-,-,8109339485504020,,,,200
261,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,ایران ناژو,ایران ناژو,366700,366700,8012860699424347,06260094331426,,1403/10/24,200
262,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,دارو سازی سپیداج,دارو سازی سپیداج,366700,366700,8967297536803047,06260493519111,,1403/10/14,200
263,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,البرز دارو,البرز دارو,-,85000,6947727699646581,,,,200
264,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,داروسازی پاک دارو,داروسازی پاک دارو,-,85000,5320982620404626,,,,200
265,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,کیش مدیفارم,کیش مدیفارم,85000,85000,6271804201799377,06260509312255,,,200
266,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,-,85000,1376888336490364,,,,200
267,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,داروسازی پاک دارو,داروسازی پاک دارو,366700,366700,5367330279162658,06260158500010,,1403/08/03,200
268,MINOXIDIL SOLUTION TOPICAL 20 mg/1mL 60MILLILITER,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,85000,85000,6609323195929646,06260100179080,,,200
269,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,دارو سازی سپیداج,دارو سازی سپیداج,484600,484600,6820299550370707,06260493500058,,1403/10/14,200
270,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,داروسازی پاک دارو,داروسازی پاک دارو,-,120000,6076199240538804,,,,200
271,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,120000,120000,6732340684504768,06260100179066,,,200
272,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,دارو سازی بهوزان,دارو سازی بهوزان,484600,484600,4703401825436870,06260160510687,,1401/04/25,200
273,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,داروسازی پاک دارو,داروسازی پاک دارو,484600,484600,7917554516484145,06260158500065,,1403/02/20,200
274,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,دارو سازی حکیم,دارو سازی حکیم,-,120000,6756545285097465,06260155880108,,1393/01/09,200
275,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,ایران ناژو,ایران ناژو,484600,484600,3066244011142592,06260094331433,,1405/05/22,200
276,MINOXIDIL SOLUTION TOPICAL 50 mg/1mL 60MILLILITER,کیش مدیفارم,کیش مدیفارم,120000,120000,0419609046704352,06260509312262,,,200
277,MOCLOBEMIDE TABLET ORAL 150 mg,پارس دارو,پارس دارو,-,3000,0342950225967528,06260113730872,,,200
278,MOCLOBEMIDE TABLET ORAL 150 mg,داروسازی آریا,داروسازی آریا,90000,3000,8626192889562358,06260157100488,,1396/08/08,200
279,MOCLOBEMIDE TABLET ORAL 150 mg,مهردارو,مهردارو,0,0,9542631283183929,06260166105344,,1388/01/17,200
280,MOCLOBEMIDE TABLET ORAL 150 mg,پارس دارو,پارس دارو,-,3000,1350784034292285,,,,200
281,MOCLOBEMIDE TABLET ORAL 150 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,-,3904018680884056,,,,200
282,MONOBENZONE CREAM TOPICAL 20 % 30GRAM,دارو سازی بهوزان,دارو سازی بهوزان,-,135900,0157329382569008,,,,200
283,MONOBENZONE CREAM TOPICAL 20 % 30GRAM,دارو سازی بهوزان,دارو سازی بهوزان,810100,810100,4135617047660070,06260160521218,,1406/06/22,200
284,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",صنعتی کیمیدارو,صنعتی کیمیدارو,-,4300,0950507093483272,06260182914937,,,200
285,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,286800,9560,4489220934572745,06260154600042,,1406/03/22,200
286,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",داروسازی ابوریحان,داروسازی ابوریحان,260700,8690,3662373574955991,06260164657548,,1404/10/27,200
287,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",دارو سازی تسنیم,دارو سازی تسنیم,260700,8690,7704069467048375,06260713900200,,1403/02/09,200
288,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",کارخانجات دارو پخش,کارخانجات دارو پخش,185820,6194,7041503713132645,06260132423175,,,200
289,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,129000,4300,4117051233370476,06260646700083,,,200
290,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",دارو سازی حکیم,دارو سازی حکیم,260700,8690,1438396698233547,06260155819184,,1396/05/23,200
291,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",سبحان دارو,سبحان دارو,434500,8690,6284120892894039,06260538411479,,1404/06/13,200
292,"MONTELUKAST (AS SODIUM) TABLET, CHEWABLE ORAL 5 mg",دارو سازی تهران دارو,دارو سازی تهران دارو,260700,8690,1688802063916674,06260153905261,,1398/03/19,200
293,MORPHINE SULFATE INJECTION PARENTERAL 10 mg/1mL,البرز دارو,البرز دارو,-,13900,6840548706263540,,,,200
294,MORPHINE SULFATE INJECTION PARENTERAL 10 mg/1mL,کارخانجات دارو پخش,کارخانجات دارو پخش,3990000,39900,8085820596156032,06260132410984,,1406/10/10,200
295,MORPHINE SULFATE INJECTION PARENTERAL 10 mg/1mL,کارخانجات دارو پخش,کارخانجات دارو پخش,13900,13900,3179156637148392,,,,200
296,MULTIVITAMIN THERAPEUTIC CAPSULE ORAL 25000 [iU]/20 mg/5 mg/50 mg/10 mg/5 ug/150 mg/0.25 mg/1000 [iU]/10 mg/1 mg/11.6 mg/100 mg/5 mg/0.5 mg/0.1 mg/10 mg/0.5 mg/72.27 mg/1 mg,ایران دارو,ایران دارو,1710000,17100,6189240679927937,06260155420052,,1402/10/18,200
297,MULTIVITAMIN THERAPEUTIC CAPSULE ORAL 25000 [iU]/20 mg/5 mg/50 mg/10 mg/5 ug/150 mg/0.25 mg/1000 [iU]/10 mg/1 mg/11.6 mg/100 mg/5 mg/0.5 mg/0.1 mg/10 mg/0.5 mg/72.27 mg/1 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,220000,2200,5519558897011063,,,,200
298,MULTIVITAMIN THERAPEUTIC CAPSULE ORAL 25000 [iU]/20 mg/5 mg/50 mg/10 mg/5 ug/150 mg/0.25 mg/1000 [iU]/10 mg/1 mg/11.6 mg/100 mg/5 mg/0.5 mg/0.1 mg/10 mg/0.5 mg/72.27 mg/1 mg,ایران دارو,ایران دارو,1710000,17100,0878427101339372,,,,200
299,MULTIVITAMIN THERAPEUTIC CAPSULE ORAL 25000 [iU]/20 mg/5 mg/50 mg/10 mg/5 ug/150 mg/0.25 mg/1000 [iU]/10 mg/1 mg/11.6 mg/100 mg/5 mg/0.5 mg/0.1 mg/10 mg/0.5 mg/72.27 mg/1 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,1710000,17100,1512480104263830,06260132411288,,1404/04/26,200
300,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,عماد درمان پارس,عماد درمان پارس,417000,417000,8092590626756042,06260349410685,,1394/01/16,200
301,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,ایران ناژو,ایران ناژو,417000,417000,8624189209431237,06260094351264,,1404/11/23,200
302,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,65000,9483793188331416,06261207093156,,,200
303,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,دارو سازی بهوزان,دارو سازی بهوزان,417000,417000,9546746143702826,06260160522055,,1406/09/08,200
304,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,417000,417000,9882979914235800,06260157700039,,1403/04/12,200
305,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,پارس دارو,پارس دارو,417000,417000,4423645530352652,06260113710010,,1404/04/21,200
306,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,پارس دارو,پارس دارو,-,65000,2817683186368809,,,,200
307,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,داروسازی خوارزمی,داروسازی خوارزمی,-,65000,3626129431169845,06260160215513,,,200
308,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,کیش مدیفارم,کیش مدیفارم,65000,65000,1164076265057718,06260509312125,,,200
309,MUPIROCIN OINTMENT TOPICAL 2 % 15GRAM,کارخانجات دارو پخش,کارخانجات دارو پخش,417000,417000,9121993239232672,06260132423076,,1402/08/11,200
310,MYCOPHENOLATE MOFETIL CAPSULE ORAL 250 mg,داروسازی زهراوی,داروسازی زهراوی,1700000,17000,0698508396285631,06260155920415,,,200
311,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,داروسازی زهراوی,داروسازی زهراوی,1700000,34000,7553159465717142,06260155911123,,,200
312,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,دارو سازی اسوه,دارو سازی اسوه,4408500,88170,0771360616683948,06260174450221,,1403/10/06,200
313,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,-,7826695609456820,06261207020220,,,200
314,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,اکتوورکو,Clausen,980000,19600,7115004869567799,06260574310910,,1393/11/27,200
315,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,4408500,88170,0299503849850912,06260132428712,,1396/02/31,200
316,FLUORIDE (AS ACIDULATED PHOSPHATE) TABLET ORAL 1 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,-,8846032680599238,,,,200
317,FLUORIDE (AS ACIDULATED PHOSPHATE) TABLET ORAL 1 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,-,7429479570965064,06261207002622,,,200
318,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250MILLILITER,دارو سازی بهوزان,دارو سازی بهوزان,-,2100,3999742014100086,,,,200
319,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250MILLILITER,لابراتوار های دنیای بهداشت,لابراتوار های دنیای بهداشت,0,0,6658453682370201,06260168940110,,,200
320,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250MILLILITER,گیلارانکو,گیلارانکو,3000,3000,3577011671983254,06260496600090,,,200
321,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250MILLILITER,دارو سازی بهسا,دارو سازی بهسا,196200,196200,1580697067516132,06260157634013,,1406/09/11,200
322,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250MILLILITER,لابراتوارهای شهردارو,لابراتوارهای شهردارو,2100,2100,0961990449090360,,,,200
